unicode_character__c,unicode_index__c,order__c
ꔰ,42288.0,40514.0
ꔱ,42289.0,40515.0
ꔲ,42290.0,40516.0
ꔳ,42291.0,40517.0
ꔴ,42292.0,40518.0
ꔵ,42293.0,40519.0
ꔶ,42294.0,40520.0
ꔷ,42295.0,40521.0
ꔸ,42296.0,40522.0
ꔹ,42297.0,40523.0
ꔺ,42298.0,40524.0
ꔻ,42299.0,40525.0
ꔼ,42300.0,40526.0
ꔽ,42301.0,40527.0
ꔾ,42302.0,40528.0
ꔿ,42303.0,40529.0
ꕀ,42304.0,40530.0
ꕁ,42305.0,40531.0
ꕂ,42306.0,40532.0
ꕃ,42307.0,40533.0
ꕄ,42308.0,40534.0
ꕅ,42309.0,40535.0
ꕆ,42310.0,40536.0
ꕇ,42311.0,40537.0
ꕈ,42312.0,40538.0
ꕉ,42313.0,40539.0
ꕊ,42314.0,40540.0
ꕋ,42315.0,40541.0
ꕌ,42316.0,40542.0
ꕍ,42317.0,40543.0
ꕎ,42318.0,40544.0
ꕏ,42319.0,40545.0
ꕐ,42320.0,40546.0
ꕑ,42321.0,40547.0
ꕒ,42322.0,40548.0
ꕓ,42323.0,40549.0
ꕔ,42324.0,40550.0
ꕕ,42325.0,40551.0
ꕖ,42326.0,40552.0
ꕗ,42327.0,40553.0
ꕘ,42328.0,40554.0
ꕙ,42329.0,40555.0
ꕚ,42330.0,40556.0
ꕛ,42331.0,40557.0
ꕜ,42332.0,40558.0
ꕝ,42333.0,40559.0
ꕞ,42334.0,40560.0
ꕟ,42335.0,40561.0
ꕠ,42336.0,40562.0
ꕡ,42337.0,40563.0
ꕢ,42338.0,40564.0
ꕣ,42339.0,40565.0
ꕤ,42340.0,40566.0
ꕥ,42341.0,40567.0
ꕦ,42342.0,40568.0
ꕧ,42343.0,40569.0
ꕨ,42344.0,40570.0
ꕩ,42345.0,40571.0
ꕪ,42346.0,40572.0
ꕫ,42347.0,40573.0
ꕬ,42348.0,40574.0
ꕭ,42349.0,40575.0
ꕮ,42350.0,40576.0
ꕯ,42351.0,40577.0
ꕰ,42352.0,40578.0
ꕱ,42353.0,40579.0
ꕲ,42354.0,40580.0
ꕳ,42355.0,40581.0
ꕴ,42356.0,40582.0
ꕵ,42357.0,40583.0
ꕶ,42358.0,40584.0
ꕷ,42359.0,40585.0
ꕸ,42360.0,40586.0
ꕹ,42361.0,40587.0
ꕺ,42362.0,40588.0
ꕻ,42363.0,40589.0
ꕼ,42364.0,40590.0
ꕽ,42365.0,40591.0
ꕾ,42366.0,40592.0
ꕿ,42367.0,40593.0
ꖀ,42368.0,40594.0
ꖁ,42369.0,40595.0
ꖂ,42370.0,40596.0
ꖃ,42371.0,40597.0
ꖄ,42372.0,40598.0
ꖅ,42373.0,40599.0
ꖆ,42374.0,40600.0
ꖇ,42375.0,40601.0
ꖈ,42376.0,40602.0
ꖉ,42377.0,40603.0
ꖊ,42378.0,40604.0
ꖋ,42379.0,40605.0
ꖌ,42380.0,40606.0
ꖍ,42381.0,40607.0
ꖎ,42382.0,40608.0
ꖏ,42383.0,40609.0
ꖐ,42384.0,40610.0
ꖑ,42385.0,40611.0
ꖒ,42386.0,40612.0
ꖓ,42387.0,40613.0
ꖔ,42388.0,40614.0
ꖕ,42389.0,40615.0
ꖖ,42390.0,40616.0
ꖗ,42391.0,40617.0
ꖘ,42392.0,40618.0
ꖙ,42393.0,40619.0
ꖚ,42394.0,40620.0
ꖛ,42395.0,40621.0
ꖜ,42396.0,40622.0
ꖝ,42397.0,40623.0
ꖞ,42398.0,40624.0
ꖟ,42399.0,40625.0
ꖠ,42400.0,40626.0
ꖡ,42401.0,40627.0
ꖢ,42402.0,40628.0
ꖣ,42403.0,40629.0
ꖤ,42404.0,40630.0
ꖥ,42405.0,40631.0
ꖦ,42406.0,40632.0
ꖧ,42407.0,40633.0
ꖨ,42408.0,40634.0
ꖩ,42409.0,40635.0
ꖪ,42410.0,40636.0
ꖫ,42411.0,40637.0
ꖬ,42412.0,40638.0
ꖭ,42413.0,40639.0
ꖮ,42414.0,40640.0
ꖯ,42415.0,40641.0
ꖰ,42416.0,40642.0
ꖱ,42417.0,40643.0
ꖲ,42418.0,40644.0
ꖳ,42419.0,40645.0
ꖴ,42420.0,40646.0
ꖵ,42421.0,40647.0
ꖶ,42422.0,40648.0
ꖷ,42423.0,40649.0
ꖸ,42424.0,40650.0
ꖹ,42425.0,40651.0
ꖺ,42426.0,40652.0
ꖻ,42427.0,40653.0
ꖼ,42428.0,40654.0
ꖽ,42429.0,40655.0
ꖾ,42430.0,40656.0
ꖿ,42431.0,40657.0
ꗀ,42432.0,40658.0
ꗁ,42433.0,40659.0
ꗂ,42434.0,40660.0
ꗃ,42435.0,40661.0
ꗄ,42436.0,40662.0
ꗅ,42437.0,40663.0
ꗆ,42438.0,40664.0
ꗇ,42439.0,40665.0
ꗈ,42440.0,40666.0
ꗉ,42441.0,40667.0
ꗊ,42442.0,40668.0
ꗋ,42443.0,40669.0
ꗌ,42444.0,40670.0
ꗍ,42445.0,40671.0
ꗎ,42446.0,40672.0
ꗏ,42447.0,40673.0
ꗐ,42448.0,40674.0
ꗑ,42449.0,40675.0
ꗒ,42450.0,40676.0
ꗓ,42451.0,40677.0
ꗔ,42452.0,40678.0
ꗕ,42453.0,40679.0
ꗖ,42454.0,40680.0
ꗗ,42455.0,40681.0
ꗘ,42456.0,40682.0
ꗙ,42457.0,40683.0
ꗚ,42458.0,40684.0
ꗛ,42459.0,40685.0
ꗜ,42460.0,40686.0
ꗝ,42461.0,40687.0
ꗞ,42462.0,40688.0
ꗟ,42463.0,40689.0
ꗠ,42464.0,40690.0
ꗡ,42465.0,40691.0
ꗢ,42466.0,40692.0
ꗣ,42467.0,40693.0
ꗤ,42468.0,40694.0
ꗥ,42469.0,40695.0
ꗦ,42470.0,40696.0
ꗧ,42471.0,40697.0
ꗨ,42472.0,40698.0
ꗩ,42473.0,40699.0
ꗪ,42474.0,40700.0
ꗫ,42475.0,40701.0
ꗬ,42476.0,40702.0
ꗭ,42477.0,40703.0
ꗮ,42478.0,40704.0
ꗯ,42479.0,40705.0
ꗰ,42480.0,40706.0
ꗱ,42481.0,40707.0
ꗲ,42482.0,40708.0
ꗳ,42483.0,40709.0
ꗴ,42484.0,40710.0
ꗵ,42485.0,40711.0
ꗶ,42486.0,40712.0
ꗷ,42487.0,40713.0
ꗸ,42488.0,40714.0
ꗹ,42489.0,40715.0
ꗺ,42490.0,40716.0
ꗻ,42491.0,40717.0
ꗼ,42492.0,40718.0
ꗽ,42493.0,40719.0
ꗾ,42494.0,40720.0
ꗿ,42495.0,40721.0
ꘀ,42496.0,40722.0
ꘁ,42497.0,40723.0
ꘂ,42498.0,40724.0
ꘃ,42499.0,40725.0
ꘄ,42500.0,40726.0
ꘅ,42501.0,40727.0
ꘆ,42502.0,40728.0
ꘇ,42503.0,40729.0
ꘈ,42504.0,40730.0
ꘉ,42505.0,40731.0
ꘊ,42506.0,40732.0
ꘋ,42507.0,40733.0
ꘌ,42508.0,40734.0
꘍,42509.0,40735.0
꘎,42510.0,40736.0
꘏,42511.0,40737.0
ꘐ,42512.0,40738.0
ꘑ,42513.0,40739.0
ꘒ,42514.0,40740.0
ꘓ,42515.0,40741.0
ꘔ,42516.0,40742.0
ꘕ,42517.0,40743.0
ꘖ,42518.0,40744.0
ꘗ,42519.0,40745.0
ꘘ,42520.0,40746.0
ꘙ,42521.0,40747.0
ꘚ,42522.0,40748.0
ꘛ,42523.0,40749.0
ꘜ,42524.0,40750.0
ꘝ,42525.0,40751.0
ꘞ,42526.0,40752.0
ꘟ,42527.0,40753.0
꘠,42528.0,40754.0
꘡,42529.0,40755.0
꘢,42530.0,40756.0
꘣,42531.0,40757.0
꘤,42532.0,40758.0
꘥,42533.0,40759.0
꘦,42534.0,40760.0
꘧,42535.0,40761.0
꘨,42536.0,40762.0
꘩,42537.0,40763.0
ꘪ,42538.0,40764.0
ꘫ,42539.0,40765.0
꘬,42540.0,40766.0
꘭,42541.0,40767.0
꘮,42542.0,40768.0
꘯,42543.0,40769.0
꘰,42544.0,40770.0
꘱,42545.0,40771.0
꘲,42546.0,40772.0
꘳,42547.0,40773.0
꘴,42548.0,40774.0
꘵,42549.0,40775.0
꘶,42550.0,40776.0
꘷,42551.0,40777.0
꘸,42552.0,40778.0
꘹,42553.0,40779.0
꘺,42554.0,40780.0
꘻,42555.0,40781.0
꘼,42556.0,40782.0
꘽,42557.0,40783.0
꘾,42558.0,40784.0
꘿,42559.0,40785.0
Ꙁ,42560.0,40786.0
Ꙃ,42562.0,40787.0
Ꙅ,42564.0,40788.0
Ꙇ,42566.0,40789.0
Ꙉ,42568.0,40790.0
Ꙋ,42570.0,40791.0
Ꙍ,42572.0,40792.0
Ꙏ,42574.0,40793.0
Ꙑ,42576.0,40794.0
Ꙓ,42578.0,40795.0
Ꙕ,42580.0,40796.0
Ꙗ,42582.0,40797.0
Ꙙ,42584.0,40798.0
Ꙛ,42586.0,40799.0
Ꙝ,42588.0,40800.0
Ꙟ,42590.0,40801.0
Ꙡ,42592.0,40802.0
Ꙣ,42594.0,40803.0
Ꙥ,42596.0,40804.0
Ꙧ,42598.0,40805.0
Ꙩ,42600.0,40806.0
Ꙫ,42602.0,40807.0
Ꙭ,42604.0,40808.0
ꙮ,42606.0,40809.0
꙯,42607.0,40810.0
꙰,42608.0,40811.0
꙱,42609.0,40812.0
꙲,42610.0,40813.0
꙳,42611.0,40814.0
ꙴ,42612.0,40815.0
ꙵ,42613.0,40816.0
ꙶ,42614.0,40817.0
ꙷ,42615.0,40818.0
ꙸ,42616.0,40819.0
ꙹ,42617.0,40820.0
ꙺ,42618.0,40821.0
ꙻ,42619.0,40822.0
꙼,42620.0,40823.0
꙽,42621.0,40824.0
꙾,42622.0,40825.0
ꙿ,42623.0,40826.0
Ꚁ,42624.0,40827.0
Ꚃ,42626.0,40828.0
Ꚅ,42628.0,40829.0
Ꚇ,42630.0,40830.0
Ꚉ,42632.0,40831.0
Ꚋ,42634.0,40832.0
Ꚍ,42636.0,40833.0
Ꚏ,42638.0,40834.0
Ꚑ,42640.0,40835.0
Ꚓ,42642.0,40836.0
Ꚕ,42644.0,40837.0
Ꚗ,42646.0,40838.0
Ꚙ,42648.0,40839.0
Ꚛ,42650.0,40840.0
ꚜ,42652.0,40841.0
ꚝ,42653.0,40842.0
ꚞ,42654.0,40843.0
ꚟ,42655.0,40844.0
ꚠ,42656.0,40845.0
ꚡ,42657.0,40846.0
ꚢ,42658.0,40847.0
ꚣ,42659.0,40848.0
ꚤ,42660.0,40849.0
ꚥ,42661.0,40850.0
ꚦ,42662.0,40851.0
ꚧ,42663.0,40852.0
ꚨ,42664.0,40853.0
ꚩ,42665.0,40854.0
ꚪ,42666.0,40855.0
ꚫ,42667.0,40856.0
ꚬ,42668.0,40857.0
ꚭ,42669.0,40858.0
ꚮ,42670.0,40859.0
ꚯ,42671.0,40860.0
ꚰ,42672.0,40861.0
ꚱ,42673.0,40862.0
ꚲ,42674.0,40863.0
ꚳ,42675.0,40864.0
ꚴ,42676.0,40865.0
ꚵ,42677.0,40866.0
ꚶ,42678.0,40867.0
ꚷ,42679.0,40868.0
ꚸ,42680.0,40869.0
ꚹ,42681.0,40870.0
ꚺ,42682.0,40871.0
ꚻ,42683.0,40872.0
ꚼ,42684.0,40873.0
ꚽ,42685.0,40874.0
ꚾ,42686.0,40875.0
ꚿ,42687.0,40876.0
ꛀ,42688.0,40877.0
ꛁ,42689.0,40878.0
ꛂ,42690.0,40879.0
ꛃ,42691.0,40880.0
ꛄ,42692.0,40881.0
ꛅ,42693.0,40882.0
ꛆ,42694.0,40883.0
ꛇ,42695.0,40884.0
ꛈ,42696.0,40885.0
ꛉ,42697.0,40886.0
ꛊ,42698.0,40887.0
ꛋ,42699.0,40888.0
ꛌ,42700.0,40889.0
ꛍ,42701.0,40890.0
ꛎ,42702.0,40891.0
ꛏ,42703.0,40892.0
ꛐ,42704.0,40893.0
ꛑ,42705.0,40894.0
ꛒ,42706.0,40895.0
ꛓ,42707.0,40896.0
ꛔ,42708.0,40897.0
ꛕ,42709.0,40898.0
ꛖ,42710.0,40899.0
ꛗ,42711.0,40900.0
ꛘ,42712.0,40901.0
ꛙ,42713.0,40902.0
ꛚ,42714.0,40903.0
ꛛ,42715.0,40904.0
ꛜ,42716.0,40905.0
ꛝ,42717.0,40906.0
ꛞ,42718.0,40907.0
ꛟ,42719.0,40908.0
ꛠ,42720.0,40909.0
ꛡ,42721.0,40910.0
ꛢ,42722.0,40911.0
ꛣ,42723.0,40912.0
ꛤ,42724.0,40913.0
ꛥ,42725.0,40914.0
ꛦ,42726.0,40915.0
ꛧ,42727.0,40916.0
ꛨ,42728.0,40917.0
ꛩ,42729.0,40918.0
ꛪ,42730.0,40919.0
ꛫ,42731.0,40920.0
ꛬ,42732.0,40921.0
ꛭ,42733.0,40922.0
ꛮ,42734.0,40923.0
ꛯ,42735.0,40924.0
꛰,42736.0,40925.0
꛱,42737.0,40926.0
꛲,42738.0,40927.0
꛳,42739.0,40928.0
꛴,42740.0,40929.0
꛵,42741.0,40930.0
꛶,42742.0,40931.0
꛷,42743.0,40932.0
꛸,42744.0,40933.0
꛹,42745.0,40934.0
꛺,42746.0,40935.0
꛻,42747.0,40936.0
꛼,42748.0,40937.0
꛽,42749.0,40938.0
꛾,42750.0,40939.0
꛿,42751.0,40940.0
꜀,42752.0,40941.0
꜁,42753.0,40942.0
꜂,42754.0,40943.0
꜃,42755.0,40944.0
꜄,42756.0,40945.0
꜅,42757.0,40946.0
꜆,42758.0,40947.0
꜇,42759.0,40948.0
꜈,42760.0,40949.0
꜉,42761.0,40950.0
꜊,42762.0,40951.0
꜋,42763.0,40952.0
꜌,42764.0,40953.0
꜍,42765.0,40954.0
꜎,42766.0,40955.0
꜏,42767.0,40956.0
꜐,42768.0,40957.0
꜑,42769.0,40958.0
꜒,42770.0,40959.0
꜓,42771.0,40960.0
꜔,42772.0,40961.0
꜕,42773.0,40962.0
꜖,42774.0,40963.0
ꜗ,42775.0,40964.0
ꜘ,42776.0,40965.0
ꜙ,42777.0,40966.0
ꜚ,42778.0,40967.0
ꜛ,42779.0,40968.0
ꜜ,42780.0,40969.0
ꜝ,42781.0,40970.0
ꜞ,42782.0,40971.0
ꜟ,42783.0,40972.0
꜠,42784.0,40973.0
꜡,42785.0,40974.0
Ꜣ,42786.0,40975.0
Ꜥ,42788.0,40976.0
Ꜧ,42790.0,40977.0
Ꜩ,42792.0,40978.0
Ꜫ,42794.0,40979.0
Ꜭ,42796.0,40980.0
Ꜯ,42798.0,40981.0
ꜰ,42800.0,40982.0
ꜱ,42801.0,40983.0
Ꜳ,42802.0,40984.0
Ꜵ,42804.0,40985.0
Ꜷ,42806.0,40986.0
Ꜹ,42808.0,40987.0
Ꜻ,42810.0,40988.0
Ꜽ,42812.0,40989.0
Ꜿ,42814.0,40990.0
Ꝁ,42816.0,40991.0
Ꝃ,42818.0,40992.0
Ꝅ,42820.0,40993.0
Ꝇ,42822.0,40994.0
Ꝉ,42824.0,40995.0
Ꝋ,42826.0,40996.0
Ꝍ,42828.0,40997.0
Ꝏ,42830.0,40998.0
Ꝑ,42832.0,40999.0
Ꝓ,42834.0,41000.0
Ꝕ,42836.0,41001.0
Ꝗ,42838.0,41002.0
Ꝙ,42840.0,41003.0
Ꝛ,42842.0,41004.0
Ꝝ,42844.0,41005.0
Ꝟ,42846.0,41006.0
Ꝡ,42848.0,41007.0
Ꝣ,42850.0,41008.0
Ꝥ,42852.0,41009.0
Ꝧ,42854.0,41010.0
Ꝩ,42856.0,41011.0
Ꝫ,42858.0,41012.0
Ꝭ,42860.0,41013.0
Ꝯ,42862.0,41014.0
ꝱ,42865.0,41015.0
ꝲ,42866.0,41016.0
ꝳ,42867.0,41017.0
ꝴ,42868.0,41018.0
ꝵ,42869.0,41019.0
ꝶ,42870.0,41020.0
ꝷ,42871.0,41021.0
ꝸ,42872.0,41022.0
Ꝺ,42873.0,41023.0
Ꝼ,42875.0,41024.0
Ᵹ,42877.0,41025.0
Ꝿ,42878.0,41026.0
Ꞁ,42880.0,41027.0
Ꞃ,42882.0,41028.0
Ꞅ,42884.0,41029.0
Ꞇ,42886.0,41030.0
ꞈ,42888.0,41031.0
꞉,42889.0,41032.0
꞊,42890.0,41033.0
Ꞌ,42891.0,41034.0
ꞎ,42894.0,41035.0
ꞏ,42895.0,41036.0
Ꞑ,42896.0,41037.0
Ꞓ,42898.0,41038.0
ꞔ,42900.0,41039.0
ꞕ,42901.0,41040.0
Ꞗ,42902.0,41041.0
Ꞙ,42904.0,41042.0
Ꞛ,42906.0,41043.0
Ꞝ,42908.0,41044.0
Ꞟ,42910.0,41045.0
Ꞡ,42912.0,41046.0
Ꞣ,42914.0,41047.0
Ꞥ,42916.0,41048.0
Ꞧ,42918.0,41049.0
Ꞩ,42920.0,41050.0
Ɪ,42926.0,41051.0
ꞯ,42927.0,41052.0
Ꭓ,42931.0,41053.0
Ꞵ,42932.0,41054.0
Ꞷ,42934.0,41055.0
Ꞹ,42936.0,41056.0
ꞹ,42937.0,41057.0
Ꞻ,42938.0,41058.0
ꞻ,42939.0,41059.0
Ꞽ,42940.0,41060.0
ꞽ,42941.0,41061.0
Ꞿ,42942.0,41062.0
ꞿ,42943.0,41063.0
Ꟁ,42944.0,41064.0
ꟁ,42945.0,41065.0
Ꟃ,42946.0,41066.0
ꟃ,42947.0,41067.0
Ꞔ,42948.0,41068.0
Ʂ,42949.0,41069.0
Ᶎ,42950.0,41070.0
Ꟈ,42951.0,41071.0
ꟈ,42952.0,41072.0
Ꟊ,42953.0,41073.0
ꟊ,42954.0,41074.0
Ɤ,42955.0,41075.0
Ꟍ,42956.0,41076.0
ꟍ,42957.0,41077.0
꟎,42958.0,41078.0
꟏,42959.0,41079.0
Ꟑ,42960.0,41080.0
ꟑ,42961.0,41081.0
꟒,42962.0,41082.0
ꟓ,42963.0,41083.0
꟔,42964.0,41084.0
ꟕ,42965.0,41085.0
Ꟗ,42966.0,41086.0
ꟗ,42967.0,41087.0
Ꟙ,42968.0,41088.0
ꟙ,42969.0,41089.0
Ꟛ,42970.0,41090.0
ꟛ,42971.0,41091.0
Ƛ,42972.0,41092.0
꟝,42973.0,41093.0
꟞,42974.0,41094.0
꟟,42975.0,41095.0
꟠,42976.0,41096.0
꟡,42977.0,41097.0
꟢,42978.0,41098.0
꟣,42979.0,41099.0
꟤,42980.0,41100.0
꟥,42981.0,41101.0
꟦,42982.0,41102.0
꟧,42983.0,41103.0
꟨,42984.0,41104.0
꟩,42985.0,41105.0
꟪,42986.0,41106.0
꟫,42987.0,41107.0
꟬,42988.0,41108.0
꟭,42989.0,41109.0
꟮,42990.0,41110.0
꟯,42991.0,41111.0
꟰,42992.0,41112.0
꟱,42993.0,41113.0
ꟲ,42994.0,41114.0
ꟳ,42995.0,41115.0
ꟴ,42996.0,41116.0
Ꟶ,42997.0,41117.0
ꟶ,42998.0,41118.0
ꟷ,42999.0,41119.0
ꟺ,43002.0,41120.0
ꟻ,43003.0,41121.0
ꟼ,43004.0,41122.0
ꟽ,43005.0,41123.0
ꟾ,43006.0,41124.0
ꟿ,43007.0,41125.0
ꠀ,43008.0,41126.0
ꠁ,43009.0,41127.0
ꠂ,43010.0,41128.0
ꠃ,43011.0,41129.0
ꠄ,43012.0,41130.0
ꠅ,43013.0,41131.0
꠆,43014.0,41132.0
ꠇ,43015.0,41133.0
ꠈ,43016.0,41134.0
ꠉ,43017.0,41135.0
ꠊ,43018.0,41136.0
ꠋ,43019.0,41137.0
ꠌ,43020.0,41138.0
ꠍ,43021.0,41139.0
ꠎ,43022.0,41140.0
ꠏ,43023.0,41141.0
ꠐ,43024.0,41142.0
ꠑ,43025.0,41143.0
ꠒ,43026.0,41144.0
ꠓ,43027.0,41145.0
ꠔ,43028.0,41146.0
ꠕ,43029.0,41147.0
ꠖ,43030.0,41148.0
ꠗ,43031.0,41149.0
ꠘ,43032.0,41150.0
ꠙ,43033.0,41151.0
ꠚ,43034.0,41152.0
ꠛ,43035.0,41153.0
ꠜ,43036.0,41154.0
ꠝ,43037.0,41155.0
ꠞ,43038.0,41156.0
ꠟ,43039.0,41157.0
ꠠ,43040.0,41158.0
ꠡ,43041.0,41159.0
ꠢ,43042.0,41160.0
ꠣ,43043.0,41161.0
ꠤ,43044.0,41162.0
ꠥ,43045.0,41163.0
ꠦ,43046.0,41164.0
ꠧ,43047.0,41165.0
꠨,43048.0,41166.0
꠩,43049.0,41167.0
꠪,43050.0,41168.0
꠫,43051.0,41169.0
꠬,43052.0,41170.0
꠭,43053.0,41171.0
꠮,43054.0,41172.0
꠯,43055.0,41173.0
꠰,43056.0,41174.0
꠱,43057.0,41175.0
꠲,43058.0,41176.0
꠳,43059.0,41177.0
꠴,43060.0,41178.0
꠵,43061.0,41179.0
꠶,43062.0,41180.0
꠷,43063.0,41181.0
꠸,43064.0,41182.0
꠹,43065.0,41183.0
꠺,43066.0,41184.0
꠻,43067.0,41185.0
꠼,43068.0,41186.0
꠽,43069.0,41187.0
꠾,43070.0,41188.0
꠿,43071.0,41189.0
ꡀ,43072.0,41190.0
ꡁ,43073.0,41191.0
ꡂ,43074.0,41192.0
ꡃ,43075.0,41193.0
ꡄ,43076.0,41194.0
ꡅ,43077.0,41195.0
ꡆ,43078.0,41196.0
ꡇ,43079.0,41197.0
ꡈ,43080.0,41198.0
ꡉ,43081.0,41199.0
ꡊ,43082.0,41200.0
ꡋ,43083.0,41201.0
ꡌ,43084.0,41202.0
ꡍ,43085.0,41203.0
ꡎ,43086.0,41204.0
ꡏ,43087.0,41205.0
ꡐ,43088.0,41206.0
ꡑ,43089.0,41207.0
ꡒ,43090.0,41208.0
ꡓ,43091.0,41209.0
ꡔ,43092.0,41210.0
ꡕ,43093.0,41211.0
ꡖ,43094.0,41212.0
ꡗ,43095.0,41213.0
ꡘ,43096.0,41214.0
ꡙ,43097.0,41215.0
ꡚ,43098.0,41216.0
ꡛ,43099.0,41217.0
ꡜ,43100.0,41218.0
ꡝ,43101.0,41219.0
ꡞ,43102.0,41220.0
ꡟ,43103.0,41221.0
ꡠ,43104.0,41222.0
ꡡ,43105.0,41223.0
ꡢ,43106.0,41224.0
ꡣ,43107.0,41225.0
ꡤ,43108.0,41226.0
ꡥ,43109.0,41227.0
ꡦ,43110.0,41228.0
ꡧ,43111.0,41229.0
ꡨ,43112.0,41230.0
ꡩ,43113.0,41231.0
ꡪ,43114.0,41232.0
ꡫ,43115.0,41233.0
ꡬ,43116.0,41234.0
ꡭ,43117.0,41235.0
ꡮ,43118.0,41236.0
ꡯ,43119.0,41237.0
ꡰ,43120.0,41238.0
ꡱ,43121.0,41239.0
ꡲ,43122.0,41240.0
ꡳ,43123.0,41241.0
꡴,43124.0,41242.0
꡵,43125.0,41243.0
꡶,43126.0,41244.0
꡷,43127.0,41245.0
꡸,43128.0,41246.0
꡹,43129.0,41247.0
꡺,43130.0,41248.0
꡻,43131.0,41249.0
꡼,43132.0,41250.0
꡽,43133.0,41251.0
꡾,43134.0,41252.0
꡿,43135.0,41253.0
ꢀ,43136.0,41254.0
ꢁ,43137.0,41255.0
ꢂ,43138.0,41256.0
ꢃ,43139.0,41257.0
ꢄ,43140.0,41258.0
ꢅ,43141.0,41259.0
ꢆ,43142.0,41260.0
ꢇ,43143.0,41261.0
ꢈ,43144.0,41262.0
ꢉ,43145.0,41263.0
ꢊ,43146.0,41264.0
ꢋ,43147.0,41265.0
ꢌ,43148.0,41266.0
ꢍ,43149.0,41267.0
ꢎ,43150.0,41268.0
ꢏ,43151.0,41269.0
ꢐ,43152.0,41270.0
ꢑ,43153.0,41271.0
ꢒ,43154.0,41272.0
ꢓ,43155.0,41273.0
ꢔ,43156.0,41274.0
ꢕ,43157.0,41275.0
ꢖ,43158.0,41276.0
ꢗ,43159.0,41277.0
ꢘ,43160.0,41278.0
ꢙ,43161.0,41279.0
ꢚ,43162.0,41280.0
ꢛ,43163.0,41281.0
ꢜ,43164.0,41282.0
ꢝ,43165.0,41283.0
ꢞ,43166.0,41284.0
ꢟ,43167.0,41285.0
ꢠ,43168.0,41286.0
ꢡ,43169.0,41287.0
ꢢ,43170.0,41288.0
ꢣ,43171.0,41289.0
ꢤ,43172.0,41290.0
ꢥ,43173.0,41291.0
ꢦ,43174.0,41292.0
ꢧ,43175.0,41293.0
ꢨ,43176.0,41294.0
ꢩ,43177.0,41295.0
ꢪ,43178.0,41296.0
ꢫ,43179.0,41297.0
ꢬ,43180.0,41298.0
ꢭ,43181.0,41299.0
ꢮ,43182.0,41300.0
ꢯ,43183.0,41301.0
ꢰ,43184.0,41302.0
ꢱ,43185.0,41303.0
ꢲ,43186.0,41304.0
ꢳ,43187.0,41305.0
ꢴ,43188.0,41306.0
ꢵ,43189.0,41307.0
ꢶ,43190.0,41308.0
ꢷ,43191.0,41309.0
ꢸ,43192.0,41310.0
ꢹ,43193.0,41311.0
ꢺ,43194.0,41312.0
ꢻ,43195.0,41313.0
ꢼ,43196.0,41314.0
ꢽ,43197.0,41315.0
ꢾ,43198.0,41316.0
ꢿ,43199.0,41317.0
ꣀ,43200.0,41318.0
ꣁ,43201.0,41319.0
ꣂ,43202.0,41320.0
ꣃ,43203.0,41321.0
꣄,43204.0,41322.0
ꣅ,43205.0,41323.0
꣆,43206.0,41324.0
꣇,43207.0,41325.0
꣈,43208.0,41326.0
꣉,43209.0,41327.0
꣊,43210.0,41328.0
꣋,43211.0,41329.0
꣌,43212.0,41330.0
꣍,43213.0,41331.0
꣎,43214.0,41332.0
꣏,43215.0,41333.0
꣐,43216.0,41334.0
꣑,43217.0,41335.0
꣒,43218.0,41336.0
꣓,43219.0,41337.0
꣔,43220.0,41338.0
꣕,43221.0,41339.0
꣖,43222.0,41340.0
꣗,43223.0,41341.0
꣘,43224.0,41342.0
꣙,43225.0,41343.0
꣚,43226.0,41344.0
꣛,43227.0,41345.0
꣜,43228.0,41346.0
꣝,43229.0,41347.0
꣞,43230.0,41348.0
꣟,43231.0,41349.0
꣠,43232.0,41350.0
꣡,43233.0,41351.0
꣢,43234.0,41352.0
꣣,43235.0,41353.0
꣤,43236.0,41354.0
꣥,43237.0,41355.0
꣦,43238.0,41356.0
꣧,43239.0,41357.0
꣨,43240.0,41358.0
꣩,43241.0,41359.0
꣪,43242.0,41360.0
꣫,43243.0,41361.0
꣬,43244.0,41362.0
꣭,43245.0,41363.0
꣮,43246.0,41364.0
꣯,43247.0,41365.0
꣰,43248.0,41366.0
꣱,43249.0,41367.0
ꣲ,43250.0,41368.0
ꣳ,43251.0,41369.0
ꣴ,43252.0,41370.0
ꣵ,43253.0,41371.0
ꣶ,43254.0,41372.0
ꣷ,43255.0,41373.0
꣸,43256.0,41374.0
꣹,43257.0,41375.0
꣺,43258.0,41376.0
ꣻ,43259.0,41377.0
꣼,43260.0,41378.0
ꣽ,43261.0,41379.0
ꣾ,43262.0,41380.0
ꣿ,43263.0,41381.0
꤀,43264.0,41382.0
꤁,43265.0,41383.0
꤂,43266.0,41384.0
꤃,43267.0,41385.0
꤄,43268.0,41386.0
꤅,43269.0,41387.0
꤆,43270.0,41388.0
꤇,43271.0,41389.0
꤈,43272.0,41390.0
꤉,43273.0,41391.0
ꤊ,43274.0,41392.0
ꤋ,43275.0,41393.0
ꤌ,43276.0,41394.0
ꤍ,43277.0,41395.0
ꤎ,43278.0,41396.0
ꤏ,43279.0,41397.0
ꤐ,43280.0,41398.0
ꤑ,43281.0,41399.0
ꤒ,43282.0,41400.0
ꤓ,43283.0,41401.0
ꤔ,43284.0,41402.0
ꤕ,43285.0,41403.0
ꤖ,43286.0,41404.0
ꤗ,43287.0,41405.0
